permit_number	streetname	Cross Street 1	Cross Street 2	Permit Type	Agent	AgentPhone	Permit Purpose	Approved Date	Status	cnn	permit_zipcode	permit_start_date	permit_end_date	permit_address	24/7 Contact	Inspector	CurbRampWork	X	Y	Latitude	Longitude	Location
18CN-0256	OWENS ST	MISSION BAY CIR	NELSON RISING LN	conformity	Gary Bell & Associates Inc	415.602.0464		11/08/2018	ACTIVE	19995000	94158			1470 OWENS ST	(415) 321-3818	Eric Walker		6013616.037503558	2107868.0543004526	37.76857001137388	-122.39619403257788	(37.76857001137388, -122.39619403257788)
21EXC-05992	VAN NESS AVE	DR TOM WADDELL PL	GROVE ST	Excavation	Walsh Construction Company	(415) 845-5498	Van Ness Corridor Transit Improvement Project - Contract 1289	01/13/2022	APPROVED	13145202	94102	01/14/2022	12/31/2022		(415) 646 - 2310			6006875.58	2111447.856	37.778021936632655	-122.41976280093132	(37.778021936632655, -122.41976280093132)
21MFF-00154	03RD ST	MARIPOSA ST	18TH ST	FoodFac	Brazuca Grill	650-278-0401		12/30/2021	APPROVED	187101	94107	12/30/2021	11/15/2022		Ana Goulart: 650-278-0401			6015736.553	2106046.495	37.763686166571965	-122.38873210466686	(37.763686166571965, -122.38873210466686)
21MFF-00154	OTIS ST	GOUGH ST \ MCCOPPIN ST	13TH ST \ DUBOCE AVE \ HWY 101 NORTHBOUND RAMP \ MISSION ST	FoodFac	Brazuca Grill	650-278-0401		12/30/2021	APPROVED	10048000	94103	12/30/2021	11/15/2022		Ana Goulart: 650-278-0401			6006685.779	2108864.269	37.770917331203286	-122.4202359813698	(37.770917331203286, -122.4202359813698)
18WR-0066	LINCOLN WAY	09TH AVE	10TH AVE	Wireless	MODUS, INC	510-206-1674		08/24/2018	APPROVED	8347201	94122	08/24/2018	05/31/2029		Refer to Agent			5993139.87	2107335.684	37.76594765845947	-122.46698009058888	(37.76594765845947, -122.46698009058888)
21EXC-05992	LOMBARD ST	VAN NESS AVE	FRANKLIN ST	Excavation	Walsh Construction Company	(415) 845-5498	Van Ness Corridor Transit Improvement Project - Contract 1289	01/13/2022	APPROVED	8453101	94123	01/14/2022	12/31/2022		(415) 646 - 2310			6005433.861	2119895.887	37.80113679392225	-122.42535156182754	(37.80113679392225, -122.42535156182754)
21MFF-00105	JOHN MUIR DR	LAKE MERCED BLVD	SKYLINE BLVD	FoodFac	Casita Vegana	415-203-1853		11/05/2021	APPROVED	7553000	94132	11/05/2021	11/15/2022		Refer to Agent			5985512.856	2088709.882	37.71436302386783	-122.49198854667428	(37.71436302386783, -122.49198854667428)
20EXC-02611	19TH AVE	EUCALYPTUS DR	WINSTON DR	Excavation	JMB Construction, Inc.	4156292439	19th avenue (state route 1)  Combined City Project	10/20/2020	APPROVED	927201	94132	10/19/2020	11/10/2022		Refer to Agent	Christian Kalinowsky		5990588.042	2094312.3	37.730041223241464	-122.47485556347596	(37.730041223241464, -122.47485556347596)
21EXC-05992	SOUTH VAN NESS AVE	ADAIR ST	16TH ST	Excavation	Walsh Construction Company	(415) 845-5498	Van Ness Corridor Transit Improvement Project - Contract 1289	01/13/2022	APPROVED	12022000	94103	01/14/2022	12/31/2022		(415) 646 - 2310			6007431.58	2106864.209	37.765467633944645	-122.41751445669192	(37.765467633944645, -122.41751445669192)
21EXC-05992	MARKET ST	SOUTH VAN NESS AVE \ VAN NESS AVE	12TH ST \ PAGE ST	Excavation	Walsh Construction Company	(415) 845-5498	Van Ness Corridor Transit Improvement Project - Contract 1289	01/13/2022	APPROVED	8755201	94102	01/14/2022	12/31/2022		(415) 646 - 2310			6006842.527	2110269.171	37.77478368912025	-122.41979348801573	(37.77478368912025, -122.41979348801573)
21EXC-05992	GROVE ST	VAN NESS AVE	FRANKLIN ST	Excavation	Walsh Construction Company	(415) 845-5498	Van Ness Corridor Transit Improvement Project - Contract 1289	01/13/2022	APPROVED	6555000	94102	01/14/2022	12/31/2022		(415) 646 - 2310			6006605.661	2111491.878	37.77812760014263	-122.42069967665054	(37.77812760014263, -122.42069967665054)
20EXC-02611	SLOAT BLVD	AVON WAY	19TH AVE	Excavation	JMB Construction, Inc.	4156292439	19th avenue (state route 1)  Combined City Project	10/20/2020	APPROVED	11950204	94132	10/19/2020	11/10/2022		Refer to Agent	Christian Kalinowsky		5990734.048	2096022.65	37.734745871218	-122.47447557652788	(37.734745871218, -122.47447557652788)
21EXC-05992	VAN NESS AVE	BUSH ST	AUSTIN ST	Excavation	Walsh Construction Company	(415) 845-5498	Van Ness Corridor Transit Improvement Project - Contract 1289	01/13/2022	APPROVED	13156201	94109	01/14/2022	12/31/2022		(415) 646 - 2310			6006340.883	2115355.229	37.78872048820287	-122.42189014150433	(37.78872048820287, -122.42189014150433)
21EXC-05992	VAN NESS AVE	CALIFORNIA ST	SACRAMENTO ST	Excavation	Walsh Construction Company	(415) 845-5498	Van Ness Corridor Transit Improvement Project - Contract 1289	01/13/2022	APPROVED	13158101	94109	01/14/2022	12/31/2022		(415) 646 - 2310			6006173.18	2116122.796	37.79081857669268	-122.42252493465398	(37.79081857669268, -122.42252493465398)
21EXC-05992	VAN NESS AVE	WASHINGTON ST	JACKSON ST	Excavation	Walsh Construction Company	(415) 845-5498	Van Ness Corridor Transit Improvement Project - Contract 1289	01/13/2022	APPROVED	13161201	94109	01/14/2022	12/31/2022		(415) 646 - 2310			6006097.198	2117102.929	37.79350549242878	-122.4228575171122	(37.79350549242878, -122.4228575171122)
21EXC-01060	MARKET ST	HWY 101 NORTHBOUND \ HWY 101 SOUTHBOUND \ OCTAVIA ST	MCCOPPIN ST \ PEARL ST	Excavation	Esquivel Grading & Paving, Inc.	415-725-1878	Upper Market Corridor Safety Improvements Project	11/16/2021	APPROVED	8760101	94103	07/06/2021	10/03/2022		415-468-5700			6005700.81	2109137.992	37.77161335874929	-122.42366248172846	(37.77161335874929, -122.42366248172846)
21EXC-05992	VAN NESS AVE	GROVE ST	MCALLISTER ST	Excavation	Walsh Construction Company	(415) 845-5498	Van Ness Corridor Transit Improvement Project - Contract 1289	01/13/2022	APPROVED	13146201	94102	01/14/2022	12/31/2022		(415) 646 - 2310			6006820.594	2111866.35	37.779167921786396	-122.41998272268994	(37.779167921786396, -122.41998272268994)
20EXC-02611	19TH AVE	RIVERA ST	SANTIAGO ST	Excavation	JMB Construction, Inc.	4156292439	19th avenue (state route 1)  Combined City Project	10/20/2020	APPROVED	919201	94116	10/19/2020	11/10/2022		Refer to Agent	Christian Kalinowsky		5990408.522	2100072.911	37.74584798113706	-122.47589671454895	(37.74584798113706, -122.47589671454895)
21EXC-05992	VAN NESS AVE	SACRAMENTO ST	CLAY ST	Excavation	Walsh Construction Company	(415) 845-5498	Van Ness Corridor Transit Improvement Project - Contract 1289	01/13/2022	APPROVED	13159201	94109	01/14/2022	12/31/2022		(415) 646 - 2310			6006186.722	2116459.85	37.79174480944694	-122.42250204019027	(37.79174480944694, -122.42250204019027)
21EXC-05992	VAN NESS AVE	PACIFIC AVE	BROADWAY	Excavation	Walsh Construction Company	(415) 845-5498	Van Ness Corridor Transit Improvement Project - Contract 1289	01/13/2022	APPROVED	13163101	94109	01/14/2022	12/31/2022		(415) 646 - 2310			6005947.2	2117745.86	37.795262353532486	-122.42342224715048	(37.795262353532486, -122.42342224715048)
20EXC-02611	19TH AVE	VICENTE ST	WAWONA ST	Excavation	JMB Construction, Inc.	4156292439	19th avenue (state route 1)  Combined City Project	10/20/2020	APPROVED	923201	94116	10/19/2020	11/10/2022		Refer to Agent	Christian Kalinowsky		5990489.924	2097353.757	37.73838660412881	-122.47541674446191	(37.73838660412881, -122.47541674446191)
18WR-0145	14TH ST	NOE ST	CASTRO ST	Wireless	Verizon Wireless	415-806-2323		01/31/2019	APPROVED	600000	94114	01/31/2019	10/31/2029	973 14TH ST	Refer to Agent			6002423.64682	2107617.82708	37.767253814083354	-122.43488963417144	(37.767253814083354, -122.43488963417144)
21EXC-05992	VAN NESS AVE	WILLOW ST	ELLIS ST	Excavation	Walsh Construction Company	(415) 845-5498	Van Ness Corridor Transit Improvement Project - Contract 1289	01/13/2022	APPROVED	13150202	94109	01/14/2022	12/31/2022		(415) 646 - 2310			6006594.131	2113489.238	37.78361121452961	-122.4208814037339	(37.78361121452961, -122.4208814037339)
21EXC-01060	MARKET ST	CHURCH ST	15TH ST	Excavation	Esquivel Grading & Paving, Inc.	415-725-1878	Upper Market Corridor Safety Improvements Project	11/16/2021	APPROVED	8764101	94114	07/06/2021	10/03/2022		415-468-5700			6003884.967	2107388.18	37.7667061324983	-122.42981875834603	(37.7667061324983, -122.42981875834603)
21EXC-05992	VAN NESS AVE	CHESTNUT ST	FRANCISCO ST	Excavation	Walsh Construction Company	(415) 845-5498	Van Ness Corridor Transit Improvement Project - Contract 1289	01/13/2022	APPROVED	13171201	94109	01/14/2022	12/31/2022		(415) 646 - 2310			6005627.64	2120482.085	37.80275728864236	-122.42472272559542	(37.80275728864236, -122.42472272559542)
21MFF-00155	05TH ST	WELSH ST	BRANNAN ST	FoodFac	Eva's Catering	415-828-1026		12/30/2021	APPROVED	305000	94107	12/30/2021	11/15/2022		415-828-1026			6012792.367	2110944.07	37.77697019038037	-122.39925901484821	(37.77697019038037, -122.39925901484821)
21EXC-04124	ANNIE ST	JESSIE ST	AMBROSE BIERCE ST	Excavation	D'Arcy and Harty Construction,Inc.	415 559 3325	NEW MONTGOMERY, JESSIE, MINNA AND MISSION STREETS BRICK SEWER REHABILITATION	11/04/2021	APPROVED	2299000	94105	11/08/2021	09/27/2022		415-559-3325	Daniel Brugmann		6012165.161	2114679.752	37.78719253037276	-122.40169136294003	(37.78719253037276, -122.40169136294003)
22EXC-00564	LOMA VISTA TER	MASONIC AVE	ROOSEVELT WAY	Excavation	Mitchell Engineering. Inc.	530-917-4020	JOC10-030.00FY22 Various Locations Traffic Calming	02/15/2022	APPROVED	8430000	94114	02/07/2022	07/06/2022		415-218-8680			5999983.922	2106829.504	37.76495046636714	-122.44327163686584	(37.76495046636714, -122.44327163686584)
17CP-0001	COLUMBUS AVE	JACK KEROUAC ALY \ SAROYAN PL	BROADWAY	CommemPl	San Francisco Public Works	415-554-5810	"Place 10 bronze plaques commemorating historical landmarks in the Top of Broadway Community Benefit District.1.	270 Columbus Ave.2.	12 Saroyan Pl.3.	1011 Kearny St.4.	592 Pacific Ave.5.	1033 Kearny St.6.	440 Broadway7.	473 Broadway8.	500 Broadway9.	506 Broadway10.	534 Broadway"	01/17/2018	ACTIVE	4291000	94133				Refer to Agent	George Shami		6010869.159	2118537.186	37.79771171158349	-122.4064471838747	(37.79771171158349, -122.4064471838747)
21EXC-01060	MARKET ST	BUCHANAN ST \ DUBOCE AVE	RESERVOIR ST	Excavation	Esquivel Grading & Paving, Inc.	415-725-1878	Upper Market Corridor Safety Improvements Project	11/16/2021	APPROVED	8762201	94114	07/06/2021	10/03/2022		415-468-5700			6004745.234	2108281.658	37.76920808598076	-122.42690687730119	(37.76920808598076, -122.42690687730119)
15WR-0529	HIGH ST	HIGH ST	CLIPPER TER	Wireless	Crown Castle NG West LLC	408-468-5575		12/10/2015	APPROVED	6907000	94114	12/10/2015	09/30/2026		Refer to Agent			5999797.289	2100798.812	37.74838102327513	-122.44348391887372	(37.74838102327513, -122.44348391887372)
22EXC-00564	PALOU AVE	INDUSTRIAL ST	DORMAN AVE	Excavation	Mitchell Engineering. Inc.	530-917-4020	JOC10-030.00FY22 Various Locations Traffic Calming	02/15/2022	APPROVED	10230000	94124	02/07/2022	07/06/2022		415-218-8680			6011985.217	2097455.376	37.739888197417756	-122.40110318845629	(37.739888197417756, -122.40110318845629)
21EXC-01060	MARKET ST	SANCHEZ ST	16TH ST \ NOE ST	Excavation	Esquivel Grading & Paving, Inc.	415-725-1878	Upper Market Corridor Safety Improvements Project	11/16/2021	APPROVED	8766201	94114	07/06/2021	10/03/2022		415-468-5700			6003205.11	2106812.684	37.76508743842449	-122.43212916506882	(37.76508743842449, -122.43212916506882)
21EXC-05992	VAN NESS AVE	VALLEJO ST	GREEN ST	Excavation	Walsh Construction Company	(415) 845-5498	Van Ness Corridor Transit Improvement Project - Contract 1289	01/13/2022	APPROVED	13165201	94109	01/14/2022	12/31/2022		(415) 646 - 2310			6005910.979	2118440.369	37.79716725642474	-122.42359698111444	(37.79716725642474, -122.42359698111444)
20EXC-02611	HOLLOWAY AVE	19TH AVE	VARELA AVE	Excavation	JMB Construction, Inc.	4156292439	19th avenue (state route 1)  Combined City Project	10/20/2020	APPROVED	6996201	94132	10/19/2020	11/10/2022		Refer to Agent	Christian Kalinowsky		5990291.314	2090987.961	37.720896223869346	-122.47563872994857	(37.720896223869346, -122.47563872994857)
21EXC-01060	OCTAVIA ST	WALLER ST	HAIGHT ST	Excavation	Esquivel Grading & Paving, Inc.	415-725-1878	Upper Market Corridor Safety Improvements Project	11/16/2021	APPROVED	9875101	94102	07/06/2021	10/03/2022		415-468-5700			6005659.762	2109461.489	37.772499287907465	-122.42382747579565	(37.772499287907465, -122.42382747579565)
21EXC-05992	MISSION ST	12TH ST \ OTIS ST \ SOUTH VAN NESS AVE	PLUM ST	Excavation	Walsh Construction Company	(415) 845-5498	Van Ness Corridor Transit Improvement Project - Contract 1289	01/13/2022	APPROVED	9110000	94103	01/14/2022	12/31/2022		(415) 646 - 2310			6007007.68	2109265.772	37.772037896141995	-122.41915099816941	(37.772037896141995, -122.41915099816941)
22EXC-00564	PALOU AVE	DORMAN AVE	BARNEVELD AVE	Excavation	Mitchell Engineering. Inc.	530-917-4020	JOC10-030.00FY22 Various Locations Traffic Calming	02/15/2022	APPROVED	10231000	94124	02/07/2022	07/06/2022		415-218-8680			6011605.534	2097800.391	37.740814348317926	-122.40244023423546	(37.740814348317926, -122.40244023423546)
21EXC-05992	VAN NESS AVE	CHESTNUT ST	FRANCISCO ST	Excavation	Walsh Construction Company	(415) 845-5498	Van Ness Corridor Transit Improvement Project - Contract 1289	01/13/2022	APPROVED	13171101	94109	01/14/2022	12/31/2022		(415) 646 - 2310			6005568.215	2120473.797	37.802731176951085	-122.42492777639562	(37.802731176951085, -122.42492777639562)
21EXC-05454	CRANE ST	PAUL AVE	BAY SHORE BLVD \ HWY 101 S ON RAMP \ SALINAS AVE	Excavation	Pacific Gas & Electric	510-332-6331	Martin Bypass - Phase 12	01/28/2022	ACTIVE	4479000	94124	01/31/2022	11/05/2022		Refer to Contractor	Jonjo Diase	true	6012307.039	2091069.465	37.722371758494205	-122.39954222375123	(37.722371758494205, -122.39954222375123)
21EXC-05992	VAN NESS AVE	ALICE B TOKLAS PL	GEARY BLVD \ GEARY ST	Excavation	Walsh Construction Company	(415) 845-5498	Van Ness Corridor Transit Improvement Project - Contract 1289	01/13/2022	APPROVED	13152202	94109	01/14/2022	12/31/2022		(415) 646 - 2310			6006495.301	2114168.708	37.785471301708036	-122.42127158674599	(37.785471301708036, -122.42127158674599)
22EXC-00468	COSO AVE	ELSIE ST	BONVIEW ST \ STONEMAN ST	Excavation	Michael O'Shaugnessy Construction Inc.	415-909-0742	Various Locations Pavement Renovation No.52 and Sewer Replacement	02/15/2022	APPROVED	4456000	94110	02/10/2022	08/02/2023		415-799-7043	Daniel Brugmann		6007748.417	2099470.939	37.74518522374571	-122.41589500182747	(37.74518522374571, -122.41589500182747)
21EXC-04653	EUGENIA AVE	COLERIDGE ST	PROSPECT AVE	Excavation	Cratus, Inc.	(415)939-2840	8-Inch DIP and 24-Inch ERDIP Water Main Installation On Prospect, Fair And Coso Avenues, And Coleridge Street (WD-2718)	02/14/2022	APPROVED	5301000	94110	02/28/2022	11/24/2023		(800)850-1874	Rich Rozzi		6006385.501	2098179.325	37.741562025263256	-122.42051607351753	(37.741562025263256, -122.42051607351753)
21EXC-01060	17TH ST	HARTFORD ST	CASTRO ST \ MARKET ST	Excavation	Esquivel Grading & Paving, Inc.	415-725-1878	Upper Market Corridor Safety Improvements Project	11/16/2021	APPROVED	810000	94114	07/06/2021	10/03/2022		415-468-5700			6002453.232	2105892.274	37.762517558595704	-122.43466390008047	(37.762517558595704, -122.43466390008047)
21EXC-03210	GEARY BLVD	41ST AVE	42ND AVE	Excavation	LC General Engineering & Construction	(415) 699-5875	SIRP 142B - Point Lobos B	09/09/2021	ACTIVE	6098201	94121	07/12/2021	06/30/2022		Jean Sanchez (415) 699-5875	Nick Haase		5983003.07	2112427.072	37.77933684162849	-122.50241747608108	(37.77933684162849, -122.50241747608108)
22EXC-00468	LUNDYS LN	COSO AVE \ MONTEZUMA ST	END: 1-49 BLOCK	Excavation	Michael O'Shaugnessy Construction Inc.	415-909-0742	Various Locations Pavement Renovation No.52 and Sewer Replacement	02/15/2022	APPROVED	8540000	94110	02/10/2022	08/02/2023		415-799-7043	Daniel Brugmann		6007211.99	2099635.472	37.745606821903415	-122.41776154085365	(37.745606821903415, -122.41776154085365)
18WR-0318	GEARY BLVD	18TH AVE	19TH AVE	Wireless	ExteNet Systems, Inc.	415-377-7826		01/28/2019	APPROVED	6075201	94121	01/28/2019	10/31/2029		Joseph Camicia, 415-722-1183			5990131.764	2112689.648	37.7804740935325	-122.47777580987388	(37.7804740935325, -122.47777580987388)
21EXC-01060	MARKET ST	SANCHEZ ST	16TH ST \ NOE ST	Excavation	Esquivel Grading & Paving, Inc.	415-725-1878	Upper Market Corridor Safety Improvements Project	11/16/2021	APPROVED	8766101	94114	07/06/2021	10/03/2022		415-468-5700			6003245.632	2106776.558	37.764990542116244	-122.43198642788258	(37.764990542116244, -122.43198642788258)
21EXC-05992	VAN NESS AVE	FERN ST	BUSH ST	Excavation	Walsh Construction Company	(415) 845-5498	Van Ness Corridor Transit Improvement Project - Contract 1289	01/13/2022	APPROVED	13155102	94109	01/14/2022	12/31/2022		(415) 646 - 2310			6006303.899	2115186.142	37.78825413104055	-122.4220060832665	(37.78825413104055, -122.4220060832665)
06IE-0452	MAIDEN LN	KEARNY ST	GRANT AVE	StrtImprov	Brand & Allen Architects, Inc.	(415) 441-0789	Reconstruct concrete curb, sidewalk and parking strip with min 2' saw-cut / AC paving conform.  Remove all tiles in the sidewalk on Maiden Ln. All work directed by DPW inspector.	02/02/2009	ACTIVE	8625000	94108			46 GEARY ST	See applicant	Steven Noya		6011430.31943	2114989.68996	37.78800249824613	-122.40425559407306	(37.78800249824613, -122.40425559407306)
21ASC-00004	SOUTH VAN NESS AVE	MARKET ST \ VAN NESS AVE	12TH ST \ MISSION ST \ OTIS ST	AnnualSC	ABF Freight Systems, Inc.	510-533-8575		12/14/2021	APPROVED	12015101	94103	01/01/2022	01/01/2023		Refer to Agent			6007102.232	2110019.176	37.77411188864986	-122.41887737738452	(37.77411188864986, -122.41887737738452)
16WR-0271	BATTERY ST	GREEN ST		Wireless	AT&T Mobility			05/17/2017	APPROVED	24810000	94111	05/17/2017	02/29/2028	99 GREEN ST	Refer to Agent (925) 549-9671			6012448.7065	2119467.0314	37.800353065447545	-122.40104685347497	(37.800353065447545, -122.40104685347497)
21D-00078	PIERCE ST	LOMBARD ST	CHESTNUT ST	Display	SLOAT GARDEN CENTER	(415) 332-0657	Selling bedding flowers and nursery plants.Hours from May to October: 8:30am to 6:30pm                    November to April: 8:30am to 5:30pm	09/08/2021	APPROVED	10445000	94123	08/16/2021	08/15/2022	3237 PIERCE ST	Refer to Agent			6001313.09918	2119561.97445	37.799986272305915	-122.4395871993508	(37.799986272305915, -122.4395871993508)
20EXC-02611	19TH AVE	ROSSMOOR DR	WINSTON DR	Excavation	JMB Construction, Inc.	4156292439	19th avenue (state route 1)  Combined City Project	10/20/2020	APPROVED	927102	94132	10/19/2020	11/10/2022		Refer to Agent	Christian Kalinowsky		5990637.6	2093796.479	37.728627782628585	-122.47464660504461	(37.728627782628585, -122.47464660504461)
21EXC-03557	15TH AVE	WAWONA ST	WEST PORTAL AVE	Excavation	K.J. Woods Construction	415-758-8512	Wawona Area Stormwater Improvement and Vicente St Water Main Replacement WW-711	08/20/2021	ACTIVE	631000	94127	08/23/2021	01/23/2024		415-758-8512	Teresa McNamara		5991791.197	2096850.246	37.73707943475717	-122.47088094988541	(37.73707943475717, -122.47088094988541)
14wr-0069	FILBERT ST	ATTRIDGE ALY	LEAVENWORTH ST	Wireless	ExteNet Systems, Inc.	5042014632		05/01/2015	APPROVED	5510002	94133	05/01/2015	03/31/2027	1050 FILBERT ST	Matt Yergovich, 415-596-3474	Tony Botts		6007906.169	2119607.51832	37.800484359672026	-122.41677583833395	(37.800484359672026, -122.41677583833395)
21EXC-01060	NOE ST	16TH ST \ MARKET ST	17TH ST	Excavation	Esquivel Grading & Paving, Inc.	415-725-1878	Upper Market Corridor Safety Improvements Project	11/16/2021	APPROVED	9612000	94114	07/06/2021	10/03/2022		415-468-5700			6002933.289	2106206.181	37.76340671471005	-122.43302598832194	(37.76340671471005, -122.43302598832194)
